CustomerID,Gender,WinLossRatio,Tenure,NumberActiveGames,Platform,PaymentMethod,MonthlySpend,TimeWindow,Churn
6023-YEBUP,Male,0.933266097,3,4,Facebook,Electronic check,99.05894007,202207-202209,Yes
7209-JCUDS,Male,0.313687639,10,2,Facebook,Electronic check,105.374078,202207-202209,Yes
7009-PCARS,Male,0.356081893,55,2,GoogleAds,Bank transfer (automatic),523.5602094,202207-202209,No
0519-DRGTI,Female,0.854854496,20,2,Facebook,Mailed check,491.4004914,202207-202209,No
1017-FBQMM,Female,0.079427459,62,4,GoogleAds,Credit card (automatic),94.2951438,202207-202209,No
3001-CBHLQ,Male,0.733675569,32,4,Facebook,Electronic check,95.32888465,202207-202209,Yes
1985-MBRYP,Female,0.810835697,43,2,Instagram,Bank transfer (automatic),508.9058524,202207-202209,No
6158-DWPZT,Male,0.519550341,9,1,GoogleAds,Bank transfer (automatic),414.9377593,202207-202209,Yes
9372-TXXPS,Female,0.150284555,60,2,Instagram,Bank transfer (automatic),167.0843776,202207-202209,No
3259-QMXUN,Male,0.886964911,58,4,Instagram,Electronic check,116.1440186,202207-202209,No
1015-JPFYW,Male,0.088050644,7,2,GoogleAds,Mailed check,514.1388175,202207-202209,No
6645-MXQJT,Male,0.934449601,2,2,Facebook,Electronic check,102.9866117,202207-202209,No
4360-QRAVE,Male,0.511604233,37,1,Facebook,Electronic check,272.851296,202207-202209,No
8433-WPJTV,Female,0.366285516,65,4,GoogleAds,Bank transfer (automatic),96.24639076,202207-202209,No
5804-JMYIO,Female,0.250184163,39,2,Instagram,Mailed check,506.3291139,202207-202209,No
3763-GCZHZ,Male,0.552937625,66,4,GoogleAds,Electronic check,96.10764056,202207-202209,Yes
6484-LATFU,Male,0.694133366,68,4,Instagram,Mailed check,407.3319756,202207-202209,No
7599-NTMDP,Female,0.843533356,62,1,Instagram,Bank transfer (automatic),205.338809,202207-202209,No
0772-GYEQQ,Male,0.589399671,3,2,Facebook,Mailed check,113.1861913,202207-202209,Yes
0536-ACXIP,Female,0.904737477,72,4,Instagram,Electronic check,91.2825194,202207-202209,No
0936-NQLJU,Female,0.212217111,41,2,Instagram,Credit card (automatic),484.2615012,202207-202209,No
4831-EOBFE,Male,0.124772829,29,2,Facebook,Credit card (automatic),105.6524036,202207-202209,Yes
1575-KRZZE,Female,0.735889546,4,2,Facebook,Electronic check,181.1594203,202207-202209,No
3251-YMVWZ,Male,0.180953403,53,4,GoogleAds,Bank transfer (automatic),415.8004158,202207-202209,No
4102-OQUPX,Male,0.152492388,1,4,Facebook,Electronic check,134.4086022,202207-202209,Yes
9170-GYZJC,Female,0.401748766,41,4,Facebook,Credit card (automatic),125.1564456,202207-202209,Yes
4884-LEVMQ,Male,0.029569529,39,2,Instagram,Bank transfer (automatic),488.997555,202207-202209,No
8857-CUPFQ,Male,0.035679097,63,2,Instagram,Mailed check,519.4805195,202207-202209,No
7610-TVOPG,Male,0.512244214,15,4,Facebook,Electronic check,379.5066414,202207-202209,No
3638-DIMPH,Female,0.994948607,13,2,GoogleAds,Electronic check,228.3105023,202207-202209,No
1845-ZLLIG,Male,0.879242104,1,2,Facebook,Mailed check,199.4017946,202207-202209,No
8559-WNQZS,Male,0.977511954,1,2,Instagram,Mailed check,488.997555,202207-202209,No
3999-QGRJH,Male,0.864397924,8,2,Facebook,Electronic check,143.472023,202207-202209,Yes
1699-UOTXU,Male,0.72720173,60,2,Instagram,Electronic check,162.8664495,202207-202209,No
2454-RPBRZ,Female,0.222349509,12,4,Facebook,Electronic check,101.9367992,202207-202209,Yes
0635-WKOLD,Male,0.515503281,40,4,GoogleAds,Credit card (automatic),141.3427562,202207-202209,No
5993-JSUWV,Female,0.661535669,66,2,Instagram,Bank transfer (automatic),163.5322976,202207-202209,No
4518-FZBSX,Male,0.951145457,42,2,GoogleAds,Mailed check,493.8271605,202207-202209,No
5387-ASZNZ,Female,0.129149041,66,4,GoogleAds,Credit card (automatic),156.6170713,202207-202209,No
6988-CJEYV,Male,0.179832167,49,4,Facebook,Electronic check,101.3171226,202207-202209,No
2002-MZHWP,Female,0.305482846,1,2,Facebook,Mailed check,487.804878,202207-202209,Yes
3097-FQTVJ,Female,0.429070015,41,2,Instagram,Mailed check,500,202207-202209,No
5465-BUBFA,Female,0.349810171,41,2,Instagram,Bank transfer (automatic),518.134715,202207-202209,No
7299-GNVPL,Female,0.850447502,23,2,Facebook,Mailed check,118.4834123,202207-202209,No
9743-DQKQW,Male,0.151774279,3,1,Facebook,Electronic check,398.4063745,202207-202209,No
1215-VFYVK,Female,0.332739339,4,1,Facebook,Mailed check,207.253886,202207-202209,No
9371-BITHB,Female,0.180076056,52,2,Instagram,Mailed check,503.7783375,202207-202209,No
2265-CYWIV,Female,0.346276376,4,4,Facebook,Electronic check,100.4016064,202207-202209,Yes
9093-FPDLG,Female,0.413561376,11,2,Facebook,Electronic check,106.1571125,202207-202209,No
0541-FITGH,Female,0.161961085,2,2,Facebook,Mailed check,160.9010459,202207-202209,No
6985-HAYWX,Female,0.877410131,26,4,Facebook,Bank transfer (automatic),126.1034048,202207-202209,No
7508-KBIMB,Male,0.411695908,24,2,GoogleAds,Credit card (automatic),177.7777778,202207-202209,No
6838-HVLXG,Female,0.497608282,12,2,Facebook,Mailed check,492.6108374,202207-202209,No
2277-DJJDL,Male,0.693595489,60,4,Facebook,Electronic check,101.010101,202207-202209,No
1897-OKVMW,Female,0.181561195,64,4,Instagram,Mailed check,110.3752759,202207-202209,No
5485-ITNPC,Male,0.727357588,66,2,Instagram,Bank transfer (automatic),116.4144354,202207-202209,No
0233-FTHAV,Female,0.290699298,60,4,GoogleAds,Bank transfer (automatic),126.2626263,202207-202209,No
4644-PIZRT,Male,0.348455162,17,4,GoogleAds,Bank transfer (automatic),142.1464108,202207-202209,No
8922-NPKBJ,Male,0.878079255,42,2,Instagram,Mailed check,516.7958656,202207-202209,No
2740-TVLFN,Male,0.226872221,1,4,Facebook,Electronic check,199.4017946,202207-202209,No
7771-CFQRQ,Female,0.258705163,47,2,Instagram,Bank transfer (automatic),156.7398119,202207-202209,No
9512-PHSMG,Female,0.733216578,10,2,Facebook,Mailed check,486.6180049,202207-202209,No
6963-EZQEE,Male,0.257904124,70,4,Instagram,Credit card (automatic),112.9305477,202207-202209,No
2452-KDRRH,Male,0.047264093,67,4,Facebook,Credit card (automatic),98.61932939,202207-202209,No
2004-OCQXK,Female,0.261023151,1,2,Facebook,Electronic check,122.0256254,202207-202209,Yes
5027-QPKTE,Male,0.696056853,7,2,Facebook,Electronic check,144.1961067,202207-202209,Yes
4146-SVFUD,Male,0.039223237,1,2,Facebook,Mailed check,224.2152466,202207-202209,No
1564-HJUVY,Male,0.399891311,4,2,Facebook,Bank transfer (automatic),156.8627451,202207-202209,No
3617-XLSGQ,Female,0.263021589,66,4,Instagram,Bank transfer (automatic),91.53318078,202207-202209,No
7517-LDMPS,Female,0.316688058,12,2,Facebook,Electronic check,118.2033097,202207-202209,No
7244-KXYZN,Female,0.701513737,24,2,GoogleAds,Credit card (automatic),488.997555,202207-202209,No
5226-NOZFC,Male,0.012598792,26,2,Facebook,Electronic check,116.6180758,202207-202209,No
2672-HUYVI,Female,0.843469202,6,2,Facebook,Electronic check,109.7694841,202207-202209,Yes
1400-WIVLL,Male,0.671559172,57,4,Instagram,Electronic check,92.63547939,202207-202209,No
7508-MYBOG,Male,0.103288799,14,4,Facebook,Electronic check,116.1440186,202207-202209,Yes
8148-NLEGT,Female,0.562688375,42,4,Instagram,Electronic check,435.7298475,202207-202209,No
0148-DCDOS,Male,0.685627421,25,4,Facebook,Bank transfer (automatic),105.5966209,202207-202209,Yes
8347-GDTMP,Female,0.820872507,64,2,Instagram,Credit card (automatic),514.1388175,202207-202209,No
9992-RRAMN,Male,0.992578563,22,4,Facebook,Electronic check,117.5088132,202207-202209,Yes
6746-WAUWT,Male,0.8604839,19,2,GoogleAds,Credit card (automatic),507.6142132,202207-202209,No
0310-MVLET,Female,0.819802229,61,4,Facebook,Electronic check,100.8572869,202207-202209,Yes
0428-IKYCP,Male,0.762916113,22,2,Facebook,Bank transfer (automatic),114.9425287,202207-202209,No
4550-VBOFE,Male,0.215916763,70,4,Facebook,Electronic check,97.13453133,202207-202209,Yes
2187-PKZAY,Male,0.324970624,12,2,Facebook,Bank transfer (automatic),125.0781739,202207-202209,No
4003-OCTMP,Female,0.733787287,31,2,GoogleAds,Electronic check,156.25,202207-202209,No
6652-YFFJO,Female,0.626610511,11,2,Facebook,Electronic check,154.0832049,202207-202209,No
7225-IILWY,Male,0.104145263,68,4,Instagram,Mailed check,388.3495146,202207-202209,No
5248-RPYWW,Female,0.231480313,72,4,Instagram,Bank transfer (automatic),110.9262341,202207-202209,No
7923-IYJWY,Male,0.358106547,67,4,Instagram,Credit card (automatic),86.13264427,202207-202209,No
3170-GWYKC,Female,0.543616431,60,2,Facebook,Bank transfer (automatic),95.28346832,202207-202209,No
5696-QURRL,Male,0.735023679,1,2,Facebook,Mailed check,221.9755827,202207-202209,Yes
7409-KIUTL,Female,0.826491532,1,2,Facebook,Electronic check,140.8450704,202207-202209,Yes
9830-ECLEN,Male,0.033098251,58,1,GoogleAds,Mailed check,200,202207-202209,No
1732-VHUBQ,Female,0.434443895,47,2,Facebook,Bank transfer (automatic),141.7434444,202207-202209,Yes
0495-RVCBF,Female,0.267589147,1,2,Facebook,Electronic check,125.4705144,202207-202209,Yes
2668-TZSPS,Male,0.884070251,1,2,Facebook,Mailed check,488.997555,202207-202209,No
7854-EDSSA,Male,0.921915222,22,4,Facebook,Electronic check,169.4915254,202207-202209,Yes
8869-TORSS,Female,0.394383344,48,2,GoogleAds,Credit card (automatic),165.7000829,202207-202209,Yes
7446-SFAOA,Female,0.049982061,37,2,GoogleAds,Bank transfer (automatic),503.7783375,202207-202209,No
9522-ZSINC,Male,0.103017965,13,2,GoogleAds,Electronic check,501.2531328,202207-202209,No
8234-GSZYK,Male,0.190713707,43,4,Instagram,Bank transfer (automatic),378.0718336,202207-202209,No
6505-OZNPG,Female,0.677734119,6,1,Instagram,Mailed check,157.7287066,202207-202209,No
6164-HAQTX,Male,0.661212577,71,1,Instagram,Bank transfer (automatic),185.3568119,202207-202209,No
0679-IDSTG,Female,0.353975473,1,2,Facebook,Electronic check,144.4043321,202207-202209,Yes
7765-LWVVH,Female,0.927392859,72,4,Instagram,Electronic check,105.1524711,202207-202209,No
1658-TJVOA,Female,0.814807996,6,2,Facebook,Electronic check,134.9527665,202207-202209,No
0953-LGOVU,Male,0.111364233,12,1,Facebook,Mailed check,281.6901408,202207-202209,No
2115-BFTIW,Male,0.466374882,25,2,Facebook,Mailed check,140.944327,202207-202209,Yes
4692-NNQRU,Female,0.246345851,21,2,GoogleAds,Electronic check,126.2626263,202207-202209,No
7742-MYPGI,Female,0.003055879,6,2,Facebook,Mailed check,204.9180328,202207-202209,No
0611-DFXKO,Male,0.998253375,20,2,Facebook,Mailed check,112.3595506,202207-202209,Yes
7780-OTDSO,Male,0.375205773,18,4,Facebook,Electronic check,100.6036217,202207-202209,Yes
9619-GSATL,Female,0.085276357,43,2,GoogleAds,Electronic check,180.342651,202207-202209,No
5622-UEJFI,Female,0.908744797,35,4,Instagram,Credit card (automatic),393.7007874,202207-202209,No
9747-DDZOS,Female,0.001918746,1,2,Facebook,Bank transfer (automatic),136.0544218,202207-202209,Yes
0674-DGMAQ,Male,0.089993924,32,4,Facebook,Electronic check,106.9518717,202207-202209,No
6203-HBZPA,Male,0.418119293,52,1,Instagram,Credit card (automatic),156.4945227,202207-202209,No
0484-FFVBJ,Male,0.580684067,32,2,GoogleAds,Bank transfer (automatic),154.2020046,202207-202209,No
0301-FIDRB,Female,0.863041616,72,1,Instagram,Bank transfer (automatic),156.7398119,202207-202209,No
4139-JPIAM,Male,0.744174733,51,1,Facebook,Credit card (automatic),224.9718785,202207-202209,No
2181-TIDSV,Male,0.086343374,68,2,Instagram,Bank transfer (automatic),501.2531328,202207-202209,No
2761-XECQW,Male,0.007057175,8,1,Facebook,Mailed check,230.6805075,202207-202209,No
1936-CZAKF,Male,0.916311468,49,1,Instagram,Credit card (automatic),201.4098691,202207-202209,No
9453-PATOS,Female,0.199901294,72,2,Instagram,Mailed check,117.5088132,202207-202209,No
0564-JJHGS,Male,0.382277171,9,4,Facebook,Electronic check,104.7120419,202207-202209,Yes
3348-CFRNX,Female,0.407959681,28,2,Facebook,Mailed check,108.2837033,202207-202209,Yes
4402-FTBXC,Male,0.661250579,54,2,Facebook,Mailed check,111.3585746,202207-202209,No
1428-GTBJJ,Male,0.802689663,11,2,Facebook,Electronic check,134.1381623,202207-202209,Yes
2931-XIQBR,Female,0.710210315,50,2,GoogleAds,Mailed check,97.04027171,202207-202209,No
0106-UGRDO,Female,0.46389822,69,4,Instagram,Electronic check,86.20689655,202207-202209,No
5542-TBBWB,Male,0.029024564,1,2,Facebook,Electronic check,143.0615165,202207-202209,No
1930-QPBVZ,Male,0.646714015,68,2,Instagram,Bank transfer (automatic),105.1524711,202207-202209,No
2606-PKWJB,Male,0.250232,40,1,GoogleAds,Mailed check,248.447205,202207-202209,No
5322-ZSMZY,Male,0.535501544,31,4,Instagram,Mailed check,388.3495146,202207-202209,No
8059-UDZFY,Female,0.983858064,33,4,Facebook,Bank transfer (automatic),94.92168961,202207-202209,No
7740-BTPUX,Male,0.983313137,55,4,Instagram,Electronic check,88.02816901,202207-202209,No
5220-AGAAX,Male,0.539609116,68,4,Instagram,Bank transfer (automatic),416.6666667,202207-202209,No
0208-BPQEJ,Female,0.992983945,12,2,Facebook,Bank transfer (automatic),515.4639175,202207-202209,No
9435-JMLSX,Male,0.666290733,71,2,Instagram,Bank transfer (automatic),116.1440186,202207-202209,No
3352-ALMCK,Male,0.442655843,40,4,Facebook,Mailed check,97.41841208,202207-202209,No
5312-IRCFR,Female,0.768906775,64,4,GoogleAds,Electronic check,107.7005924,202207-202209,No
5294-IMHHT,Male,0.734877132,53,4,GoogleAds,Bank transfer (automatic),102.3017903,202207-202209,No
8802-UNOJF,Male,0.449826537,12,2,Facebook,Mailed check,119.3317422,202207-202209,Yes
6313-GIDIT,Male,0.407939967,53,1,Facebook,Electronic check,183.6547291,202207-202209,Yes
6176-YJWAS,Male,0.727707668,72,4,Instagram,Credit card (automatic),102.0929045,202207-202209,No
5310-NOOVA,Male,0.536396565,46,2,Instagram,Electronic check,501.2531328,202207-202209,No
4526-EXKKN,Male,0.228869542,40,4,Instagram,Mailed check,406.504065,202207-202209,No
5311-IHLEI,Male,0.402172098,12,1,Facebook,Bank transfer (automatic),196.2708538,202207-202209,No
3987-KQDDU,Male,0.270132027,9,2,Facebook,Electronic check,132.2751323,202207-202209,No
3404-JNXAX,Female,0.299991987,51,4,Facebook,Electronic check,123.8390093,202207-202209,No
5131-PONJI,Male,0.108267807,49,2,Facebook,Credit card (automatic),110.619469,202207-202209,No
2845-AFFTX,Male,0.2140761,41,4,Facebook,Electronic check,100.2004008,202207-202209,Yes
3489-VSFRD,Female,0.042563616,56,2,GoogleAds,Credit card (automatic),165.9751037,202207-202209,No
3345-JHUEO,Male,0.264952027,4,2,Facebook,Electronic check,495.049505,202207-202209,No
5815-HGGHV,Male,0.025329856,20,2,GoogleAds,Mailed check,155.8846454,202207-202209,No
5260-UMPWX,Female,0.987920311,26,2,Facebook,Credit card (automatic),493.8271605,202207-202209,No
2249-YPRNG,Female,0.17953662,20,4,Facebook,Bank transfer (automatic),94.47331129,202207-202209,Yes
7410-YTJIK,Female,0.026696587,7,4,Facebook,Mailed check,132.5381047,202207-202209,Yes
4626-GYCZP,Male,0.358215792,7,4,Facebook,Electronic check,106.5530101,202207-202209,Yes
5649-RXQTV,Male,0.124365627,51,2,Facebook,Electronic check,101.010101,202207-202209,No
2674-MIAHT,Female,0.196537298,4,4,Facebook,Mailed check,124.5330012,202207-202209,No
2576-HXMPA,Female,0.94420687,1,2,Facebook,Credit card (automatic),511.5089514,202207-202209,No
7587-AOVVU,Male,0.254409704,27,4,Facebook,Electronic check,99.25558313,202207-202209,No
5590-BYNII,Male,0.229316435,22,4,Facebook,Electronic check,99.25558313,202207-202209,Yes
6898-MDLZW,Male,0.35074096,12,2,Facebook,Mailed check,186.0465116,202207-202209,No
3237-AJGEH,Female,0.952820615,3,1,Facebook,Mailed check,322.5806452,202207-202209,Yes
4707-YNOQA,Female,0.634224692,34,4,GoogleAds,Credit card (automatic),390.625,202207-202209,No
9357-UJRUN,Male,0.334296353,24,4,GoogleAds,Electronic check,171.3796058,202207-202209,No
1591-NFNLQ,Male,0.670411438,51,4,Facebook,Credit card (automatic),125,202207-202209,Yes
8648-PFRMP,Female,0.537610114,14,1,Facebook,Electronic check,215.7497303,202207-202209,No
7663-CUXZB,Male,0.236177351,59,4,Instagram,Electronic check,87.91208791,202207-202209,No
0258-NOKBL,Male,0.596838108,3,2,Facebook,Electronic check,110.619469,202207-202209,No
1163-VIPRI,Female,0.776796006,65,4,Instagram,Electronic check,91.49130833,202207-202209,No
2815-CPTUL,Male,0.276646801,5,2,Facebook,Mailed check,142.3487544,202207-202209,Yes
9348-ROUAI,Female,0.90424626,59,4,Instagram,Credit card (automatic),110.7419712,202207-202209,No
9443-JUBUO,Male,0.099628739,72,1,Instagram,Credit card (automatic),153.256705,202207-202209,No
0596-BQCEQ,Female,0.563054847,62,2,Facebook,Electronic check,99.85022466,202207-202209,Yes
1481-ZUWZA,Male,0.98466756,28,4,Facebook,Credit card (automatic),105.8201058,202207-202209,Yes
3043-TYBNO,Male,0.853741782,3,2,Facebook,Mailed check,164.8804617,202207-202209,No
4830-FAXFM,Male,0.994670281,19,4,Facebook,Credit card (automatic),414.9377593,202207-202209,No
5906-BFOZT,Male,0.697449599,1,2,Facebook,Mailed check,512.8205128,202207-202209,No
2960-NKRSO,Male,0.145584292,24,2,Facebook,Electronic check,116.3467132,202207-202209,No
8996-ZROXE,Male,0.129332313,57,2,GoogleAds,Electronic check,186.9158879,202207-202209,No
5598-IKHQQ,Female,0.342984894,72,4,Instagram,Credit card (automatic),392.9273084,202207-202209,No
0397-ZXWQF,Male,0.493756949,67,2,Instagram,Bank transfer (automatic),487.804878,202207-202209,No
5266-PFRQK,Male,0.644949291,52,2,GoogleAds,Credit card (automatic),479.616307,202207-202209,No
4674-HGNUA,Male,0.48845334,71,4,Instagram,Credit card (automatic),111.2347052,202207-202209,No
6765-MBQNU,Female,0.715632266,26,4,GoogleAds,Mailed check,384.6153846,202207-202209,No
9786-IJYDL,Female,0.793468602,35,4,Instagram,Mailed check,88.33922261,202207-202209,No
1303-SRDOK,Female,0.65019549,55,2,Instagram,Credit card (automatic),144.8225923,202207-202209,No
3769-MHZNV,Female,0.055595535,33,2,Instagram,Mailed check,497.5124378,202207-202209,No
6295-OSINB,Male,0.518252397,72,4,Instagram,Electronic check,91.19927041,202207-202209,No
3308-MHOOC,Male,0.799106613,1,2,Facebook,Mailed check,520.8333333,202207-202209,No
2309-OSFEU,Male,0.470800949,10,1,Facebook,Mailed check,294.9852507,202207-202209,Yes
2207-QPJED,Female,0.351086845,37,2,Facebook,Electronic check,111.1111111,202207-202209,No
4177-JPDFU,Male,0.989720605,12,1,Facebook,Mailed check,294.1176471,202207-202209,No
2239-CFOUJ,Male,0.579054424,1,2,GoogleAds,Mailed check,490.1960784,202207-202209,No
8046-DNVTL,Male,0.182861472,62,1,Instagram,Credit card (automatic),259.0673575,202207-202209,No
2209-XADXF,Female,0.066197091,1,1,Facebook,Bank transfer (automatic),396.039604,202207-202209,No
6620-JDYNW,Female,0.14800793,18,4,Facebook,Mailed check,165.0165017,202207-202209,No
1891-FZYSA,Male,0.210424473,69,4,Facebook,Electronic check,111.1728738,202207-202209,Yes
4770-UEZOX,Male,0.434235984,2,2,Facebook,Electronic check,133.7792642,202207-202209,No
1038-RQOST,Male,0.150974965,19,2,Facebook,Mailed check,485.4368932,202207-202209,No
7613-LLQFO,Male,0.843316594,12,4,Facebook,Electronic check,118.4132623,202207-202209,Yes
4568-TTZRT,Male,0.969398112,9,2,Facebook,Mailed check,490.1960784,202207-202209,No
9513-DXHDA,Male,0.266910751,27,2,GoogleAds,Electronic check,122.3990208,202207-202209,No
2640-PMGFL,Male,0.774859646,27,4,Facebook,Electronic check,125.7861635,202207-202209,Yes
3801-HMYNL,Male,0.302502027,1,2,Facebook,Mailed check,112.1704992,202207-202209,Yes
0516-QREYC,Female,0.372177123,24,2,Facebook,Mailed check,492.6108374,202207-202209,No
9685-WKZGT,Male,0.062770546,14,4,Facebook,Electronic check,133.4222815,202207-202209,Yes
6022-UGGSO,Female,0.470057694,32,2,Facebook,Electronic check,134.4086022,202207-202209,Yes
8084-OIVBS,Female,0.458722068,11,2,GoogleAds,Mailed check,500,202207-202209,No
8896-BQTTI,Male,0.400603953,1,4,Facebook,Mailed check,400,202207-202209,No
3865-QBWSJ,Male,0.378889112,38,4,Facebook,Mailed check,124.300808,202207-202209,No
3352-RICWQ,Female,0.692363723,9,2,Instagram,Mailed check,506.3291139,202207-202209,No
2160-GPFXD,Male,0.938152075,54,4,Instagram,Credit card (automatic),152.3229246,202207-202209,No
2065-MMKGR,Female,0.714343404,29,4,GoogleAds,Credit card (automatic),140.8450704,202207-202209,No
5857-TYBCJ,Male,0.555358465,44,4,Facebook,Electronic check,112.1076233,202207-202209,No
1498-NHTLT,Male,0.136046926,59,2,Instagram,Electronic check,115.2737752,202207-202209,No
4484-CGXFK,Female,0.043831615,3,2,Facebook,Electronic check,180.8318264,202207-202209,Yes
1402-PTHGN,Female,0.43085652,18,2,GoogleAds,Mailed check,162.601626,202207-202209,No
4176-RELJR,Male,0.98291259,67,4,Instagram,Credit card (automatic),398.4063745,202207-202209,No
6214-EDAKZ,Female,0.322814544,22,2,Facebook,Electronic check,181.3236627,202207-202209,Yes
5199-FPUSP,Male,0.743472839,33,1,GoogleAds,Credit card (automatic),293.6857562,202207-202209,No
6377-KSLXC,Male,0.576956599,5,2,Facebook,Mailed check,501.2531328,202207-202209,No
1796-JANOW,Female,0.083490115,2,2,Facebook,Mailed check,501.2531328,202207-202209,No
0238-WHBIQ,Male,0.418399464,72,4,Instagram,Credit card (automatic),111.4827202,202207-202209,No
8735-NBLWT,Male,0.670228156,9,2,Facebook,Mailed check,490.1960784,202207-202209,No
6651-RLGGM,Male,0.471834163,67,4,Instagram,Mailed check,380.2281369,202207-202209,No
6127-ISGTU,Female,0.668538159,16,4,Facebook,Electronic check,117.7163037,202207-202209,Yes
1614-JBEBI,Female,0.616626349,8,2,Facebook,Mailed check,483.0917874,202207-202209,No
8740-XLHDR,Male,0.103447025,5,1,Facebook,Mailed check,231.2138728,202207-202209,Yes
1208-DNHLN,Male,0.749497343,23,4,GoogleAds,Credit card (automatic),206.8252327,202207-202209,Yes
1761-AEZZR,Male,0.969753661,1,2,Facebook,Electronic check,125.7071025,202207-202209,Yes
3923-CSIHK,Female,0.327260651,50,2,Facebook,Electronic check,140.7459536,202207-202209,Yes
5696-EXCYS,Male,0.079183302,17,2,Instagram,Credit card (automatic),514.1388175,202207-202209,No
5795-KTGUD,Female,0.928730519,68,4,Instagram,Bank transfer (automatic),90.25270758,202207-202209,No
7120-RFMVS,Male,0.293858215,1,4,Facebook,Electronic check,118.3431953,202207-202209,Yes
7924-GJZFI,Female,0.119688593,25,2,Facebook,Electronic check,144.3001443,202207-202209,No
4702-HDRKD,Male,0.831324719,67,1,GoogleAds,Bank transfer (automatic),202.6342452,202207-202209,No
8512-WIWYV,Male,0.904828665,32,2,GoogleAds,Credit card (automatic),491.4004914,202207-202209,No
5897-ZYEKH,Female,0.280480321,67,4,GoogleAds,Electronic check,94.6969697,202207-202209,No
5456-ITGIC,Male,0.893624691,72,1,Instagram,Credit card (automatic),155.159038,202207-202209,No
7317-GGVPB,Male,0.099951127,71,4,Instagram,Credit card (automatic),92.08103131,202207-202209,Yes
1406-PUQVY,Male,0.802777299,1,2,Facebook,Electronic check,200.4008016,202207-202209,No
1322-AGOQM,Male,0.14195967,46,1,Facebook,Bank transfer (automatic),330.0330033,202207-202209,Yes
3677-IYRBF,Female,0.494151939,2,1,Facebook,Electronic check,328.9473684,202207-202209,Yes
5692-FPTAH,Female,0.333203108,1,2,Facebook,Mailed check,220.2643172,202207-202209,Yes
9114-AAFQH,Female,0.940262177,48,2,GoogleAds,Electronic check,152.3229246,202207-202209,No
8715-KKTFG,Female,0.550254213,61,4,GoogleAds,Bank transfer (automatic),96.8054211,202207-202209,No
1550-LOAHA,Female,0.905623342,32,2,Facebook,Bank transfer (automatic),118.835413,202207-202209,Yes
1728-BQDMA,Female,0.262986554,2,2,Facebook,Electronic check,224.9718785,202207-202209,No
0268-QKIWO,Female,0.506403067,3,2,Facebook,Electronic check,506.3291139,202207-202209,Yes
0876-WDUUZ,Female,0.571292366,5,2,Facebook,Credit card (automatic),117.0960187,202207-202209,Yes
5117-ZSMHQ,Female,0.160991088,71,4,Instagram,Bank transfer (automatic),111.2347052,202207-202209,No
5151-HQRDG,Male,0.450229632,37,4,Facebook,Mailed check,181.6530427,202207-202209,No
0960-HUWBM,Male,0.499656427,65,4,Instagram,Bank transfer (automatic),96.06147935,202207-202209,No
6465-GSRCL,Female,0.162508393,67,4,GoogleAds,Bank transfer (automatic),93.80863039,202207-202209,No
0617-FHSGK,Male,0.141350645,49,4,Facebook,Credit card (automatic),132.9787234,202207-202209,Yes
0263-FJTQO,Male,0.577746652,50,4,Instagram,Credit card (automatic),141.8439716,202207-202209,No
7319-ZNRTR,Male,0.831423716,25,2,GoogleAds,Electronic check,510.2040816,202207-202209,No
2858-MOFSQ,Female,0.029799162,17,4,GoogleAds,Mailed check,179.0510295,202207-202209,Yes
7503-EPSZW,Female,0.169357153,64,4,Instagram,Mailed check,415.8004158,202207-202209,No
7089-XXAYG,Male,0.464040003,25,1,GoogleAds,Credit card (automatic),262.4671916,202207-202209,No
8118-LSUEL,Male,0.253208872,23,4,Facebook,Electronic check,93.98496241,202207-202209,Yes
8070-AAWZP,Male,0.590527859,24,1,Facebook,Mailed check,291.9708029,202207-202209,No
1666-JXLKU,Female,0.991152704,37,4,Facebook,Electronic check,99.95002499,202207-202209,No
7855-DIWPO,Female,0.52254635,21,2,Facebook,Electronic check,145.6664239,202207-202209,No
5133-POWUA,Male,0.704679645,1,2,Facebook,Mailed check,218.3406114,202207-202209,No
5652-MSDEY,Female,0.278120138,10,4,Facebook,Mailed check,132.0132013,202207-202209,No
7005-CCBKV,Male,0.317719318,6,2,Facebook,Electronic check,118.4834123,202207-202209,Yes
1810-BOHSY,Male,0.161053852,51,4,GoogleAds,Credit card (automatic),103.7344398,202207-202209,No
1784-BXEFA,Female,0.387757458,10,2,Facebook,Mailed check,486.6180049,202207-202209,No
7351-MHQVU,Female,0.10786557,6,1,Facebook,Credit card (automatic),196.2708538,202207-202209,No
9224-VTYID,Male,0.623147137,47,4,Instagram,Mailed check,110.4972376,202207-202209,No
9500-IWPXQ,Female,0.521150896,61,4,GoogleAds,Electronic check,125.9445844,202207-202209,No
5762-TJXGK,Female,0.250554776,52,1,Instagram,Bank transfer (automatic),170.212766,202207-202209,No
4504-YOULA,Female,0.111243702,35,4,Facebook,Credit card (automatic),168.2085786,202207-202209,No
5569-IDSEY,Male,0.154929723,71,4,GoogleAds,Bank transfer (automatic),94.60737938,202207-202209,No
4250-FDVOU,Female,0.803444113,6,2,Facebook,Electronic check,177.7777778,202207-202209,Yes
7284-ZZLOH,Male,0.854550633,45,2,Instagram,Credit card (automatic),187.6172608,202207-202209,No
5277-ZLOOR,Female,0.011357201,2,4,Facebook,Electronic check,116.8907072,202207-202209,Yes
2141-RRYGO,Female,0.850260453,4,2,Facebook,Bank transfer (automatic),145.6664239,202207-202209,Yes
