CustomerID,Gender,WinLossRatio,NumberActiveGames,Tenure,NumberGameActive,Platform,PaymentMethod,MonthlySpend,TotalSpend,Churn
1810-BOHSY,Male,0.523076722,No,51,4,GoogleAds,Credit card (automatic),96.4,4911.05,No
1784-BXEFA,Female,0.941038599,No,10,2,Facebook,Mailed check,20.55,187.35,No
7351-MHQVU,Female,0.588491262,No,6,1,Facebook,Credit card (automatic),50.95,307.6,No
9224-VTYID,Male,0.654438813,Yes,47,4,Instagram,Mailed check,90.5,4318.35,No
9500-IWPXQ,Female,0.909557011,Yes,61,4,GoogleAds,Electronic check,79.4,4820.55,No
5762-TJXGK,Female,0.494375339,No,52,1,Instagram,Bank transfer (automatic),58.75,3038.55,No
4504-YOULA,Female,0.733901786,Yes,35,4,Facebook,Credit card (automatic),59.45,2136.9,No
5569-IDSEY,Male,0.465270973,No,71,4,GoogleAds,Bank transfer (automatic),105.7,7472.15,No
4250-FDVOU,Female,0.490748516,No,6,2,Facebook,Electronic check,56.25,389.1,Yes
7284-ZZLOH,Male,0.843378466,No,45,2,Instagram,Credit card (automatic),53.3,2296.25,No
5277-ZLOOR,Female,0.378691914,No,2,4,Facebook,Electronic check,85.55,187.45,Yes
2141-RRYGO,Female,0.300595608,No,4,2,Facebook,Bank transfer (automatic),68.65,261.25,Yes
1777-JYQPJ,Male,0.87140192,No,2,1,Facebook,Mailed check,24.3,38.45,No
6376-GAHQE,Male,0.187667615,No,4,2,Facebook,Electronic check,77.85,299.2,Yes
3401-URHDA,Male,0.88103113,No,51,4,GoogleAds,Credit card (automatic),59.9,3043.6,No
1599-EAHXY,Male,0.458680056,Yes,60,4,GoogleAds,Credit card (automatic),23.95,1506.4,No
8631-XVRZL,Male,0.383946813,No,9,2,GoogleAds,Mailed check,20.15,163.7,No
5052-PNLOS,Male,0.610778392,No,3,4,Facebook,Bank transfer (automatic),105.35,323.25,Yes
3853-LYGAM,Male,0.25752605,No,17,4,Facebook,Bank transfer (automatic),95.65,1640,No
6979-ZNSFF,Female,0.896854595,No,8,4,Facebook,Electronic check,87.05,762.1,Yes
5751-USDBL,Male,0.176769041,Yes,46,2,Instagram,Mailed check,81,3846.35,No
5680-LQOGP,Female,0.941222902,No,68,2,Instagram,Credit card (automatic),82.45,5646.6,No
2386-LAHRK,Male,0.72302409,No,1,2,Facebook,Mailed check,53.5,53.5,Yes
8189-DUKMV,Female,0.879519669,No,4,2,GoogleAds,Bank transfer (automatic),20.5,79.05,No
6032-IGALN,Female,0.158912315,No,1,1,Facebook,Mailed check,25.1,25.1,Yes
9931-DCEZH,Male,0.212061034,Yes,28,2,GoogleAds,Credit card (automatic),54.4,1516.6,No
1898-JSNDC,Female,0.426396445,No,39,2,GoogleAds,Credit card (automatic),58.6,2224.5,No
0315-LVCRK,Male,0.210152184,No,11,2,Facebook,Electronic check,84.8,888.75,No
3911-RSNHI,Female,0.311720479,No,71,1,Instagram,Credit card (automatic),61.4,4310.35,No
2410-CIYFZ,Male,0.091187276,Yes,2,2,Facebook,Mailed check,20.4,42.9,No
4248-HCETZ,Male,0.679605651,No,30,2,Facebook,Mailed check,79.65,2365.15,Yes
5505-OVWQW,Female,0.048512367,No,17,2,GoogleAds,Mailed check,20.15,353.65,No
7271-AJDTL,Female,0.761355015,No,55,4,Facebook,Credit card (automatic),94.45,5073.1,No
1867-TJHTS,Female,0.341537845,No,58,4,Facebook,Bank transfer (automatic),79.8,4526.85,No
0516-WJVXC,Female,0.306800707,No,5,2,Facebook,Electronic check,54.2,308.25,Yes
9174-FKWZE,Female,0.219978721,No,1,2,Facebook,Electronic check,19.45,19.45,Yes
6860-YRJZP,Male,0.138634572,No,9,4,Facebook,Electronic check,74.05,678.45,No
4429-WYGFR,Male,0.02334099,No,26,2,Facebook,Bank transfer (automatic),49.15,1237.3,No
2817-LVCPP,Female,0.360278918,No,50,2,Instagram,Credit card (automatic),19.4,1023.95,No
5038-ETMLM,Female,0.727398205,No,72,4,Instagram,Bank transfer (automatic),113.65,8182.75,No
5056-FIMPT,Female,0.283265832,Yes,43,2,GoogleAds,Credit card (automatic),106,4532.3,No
4521-WFJAI,Male,0.673646995,No,56,4,Instagram,Bank transfer (automatic),25.95,1444.05,No
6569-KTMDU,Female,0.044720303,No,1,2,Facebook,Mailed check,19.1,19.1,No
8809-RIHDD,Male,0.081587191,Yes,72,4,Instagram,Electronic check,103.4,7372.65,Yes
8809-XKHMD,Male,0.871243669,No,72,4,Instagram,Bank transfer (automatic),100.55,7325.1,No
0396-YCHWO,Male,0.857188146,No,36,4,Facebook,Electronic check,95.4,3474.2,No
0867-LDTTC,Male,0.83448091,No,5,2,Facebook,Bank transfer (automatic),75.15,392.65,No
4822-NGOCH,Female,0.007455429,No,13,4,Facebook,Electronic check,84.45,1058.6,Yes
9391-DXGGG,Female,0.608654453,No,44,2,GoogleAds,Credit card (automatic),89.15,3990.75,No
9844-FELAJ,Female,0.213341096,Yes,70,4,GoogleAds,Electronic check,107.9,7475.85,No
2122-SZZZD,Male,0.429801571,No,44,2,GoogleAds,Credit card (automatic),19.5,835.5,No
5307-DZCVC,Female,0.372254301,No,32,4,Facebook,Credit card (automatic),85.95,2628.6,Yes
3148-AOIQT,Female,0.450615428,No,69,4,Instagram,Credit card (automatic),24.95,1718.35,No
8679-JOEVF,Female,0.399710945,No,16,2,Facebook,Electronic check,59.4,1023.9,Yes
8395-ETZKQ,Male,0.789178616,Yes,68,2,GoogleAds,Bank transfer (automatic),19.5,1193.55,No
6692-YQHXC,Male,0.819730807,No,16,2,Facebook,Credit card (automatic),69.95,1205.5,No
3889-VWBID,Male,0.597678916,Yes,68,2,Instagram,Bank transfer (automatic),82.85,5776.45,No
5222-JCXZT,Male,0.995036796,No,4,2,Facebook,Mailed check,19,78.9,No
9754-CLVZW,Female,0.056372391,Yes,26,1,Facebook,Credit card (automatic),38.85,1025.15,No
1432-FPAXX,Female,0.530343808,No,29,1,Facebook,Electronic check,30.6,856.35,Yes
2739-CCZMB,Male,0.344950275,Yes,5,2,Facebook,Credit card (automatic),20.35,122,No
7080-TNUWP,Male,0.421963051,No,70,4,GoogleAds,Bank transfer (automatic),95,6602.9,No
0496-AHOOK,Male,0.016409843,No,24,2,GoogleAds,Bank transfer (automatic),74.4,1712.9,No
8336-TAVKX,Female,0.839973797,No,72,4,Instagram,Bank transfer (automatic),78.45,5682.25,No
2468-SJFLM,Male,0.002469935,No,1,2,Facebook,Mailed check,74.3,74.3,No
3181-VTHOE,Male,0.97772202,No,70,1,GoogleAds,Bank transfer (automatic),51.05,3635.15,No
7168-HDQHG,Female,0.009097823,Yes,36,2,Facebook,Bank transfer (automatic),19.2,702.9,No
4803-AXVYP,Female,0.922347322,No,38,4,Facebook,Electronic check,99.55,3734.25,Yes
3884-HCSWG,Female,0.492141977,No,17,2,Facebook,Electronic check,70,1144.5,Yes
4567-AKPIA,Female,0.164548094,Yes,41,4,GoogleAds,Bank transfer (automatic),109.1,4454.25,No
5077-DXTCG,Female,0.172187386,No,1,2,Facebook,Electronic check,45.3,45.3,Yes
1142-WACZW,Male,0.680193425,No,2,1,Facebook,Bank transfer (automatic),29.85,75.6,Yes
7901-HXJVA,Male,0.015515737,No,14,2,Facebook,Electronic check,76.45,1117.55,No
5649-ANRML,Male,0.38731698,No,2,2,Facebook,Credit card (automatic),95.1,180.25,Yes
4892-VLANZ,Male,0.157198578,No,1,2,Facebook,Mailed check,19.8,19.8,Yes
5924-IFQTT,Male,0.749441553,Yes,13,4,Facebook,Electronic check,72.8,930.05,No
7968-QUXNS,Male,0.421935346,No,6,2,Facebook,Mailed check,18.95,110.15,No
2919-HBCJO,Female,0.25711847,No,4,2,Facebook,Bank transfer (automatic),76.65,333.6,Yes
4236-XPXAV,Female,0.411272994,Yes,5,2,Facebook,Mailed check,99.15,465.05,Yes
8903-WMRNW,Female,0.350600182,No,15,2,Facebook,Electronic check,101.75,1669.4,No
2452-SNHFZ,Female,0.014677151,No,47,2,Facebook,Credit card (automatic),75.45,3545.1,No
3629-WEAAM,Female,0.26771867,No,8,2,Facebook,Mailed check,64.1,504.05,No
6029-CSMJE,Male,0.493838517,No,17,1,Facebook,Mailed check,25.65,440.2,No
7993-NQLJE,Male,0.037570868,Yes,15,2,Facebook,Mailed check,75.1,1151.55,No
9909-DFRJA,Female,0.30375301,No,26,2,GoogleAds,Bank transfer (automatic),95.85,2475.35,No
9099-FTUHS,Female,0.946711241,No,23,4,Facebook,Electronic check,54.4,1249.25,No
0581-BXBUB,Female,0.106104131,No,4,2,Facebook,Electronic check,72.75,317.75,No
4962-CHQPW,Male,0.784105463,Yes,29,2,GoogleAds,Mailed check,19.85,535.05,No
9467-ROOLM,Female,0.628917879,No,25,2,Facebook,Mailed check,19.05,461.3,No
3030-YZADT,Male,0.590057864,No,9,2,Facebook,Mailed check,44.95,431,Yes
7410-KTVFV,Male,0.574527726,No,18,2,Facebook,Mailed check,49.55,878.35,Yes
5150-ITWWB,Male,0.052333365,No,3,4,Facebook,Electronic check,94.85,335.75,No
2253-KPMNB,Female,0.190834225,Yes,69,1,Instagram,Bank transfer (automatic),46.25,3121.4,No
1345-ZUKID,Male,0.049734908,No,14,2,GoogleAds,Mailed check,19.35,324.8,No
6429-SHBCB,Male,0.688341295,No,19,4,Facebook,Mailed check,69.6,1394.55,No
9281-OFDMF,Male,0.34228074,No,39,4,Facebook,Electronic check,90.7,3413.25,No
2603-HVKCG,Male,0.689442459,No,31,2,Facebook,Electronic check,101.4,3143.65,No
1834-WULEG,Male,0.029343943,Yes,24,2,GoogleAds,Mailed check,20.25,439.75,No
9097-ZUBYC,Male,0.047253878,No,14,2,Facebook,Bank transfer (automatic),48.8,664.4,No
5148-ORICT,Female,0.07371041,No,64,2,Instagram,Mailed check,74.35,4759.55,No
4893-GYUJU,Female,0.762881633,No,50,2,GoogleAds,Mailed check,19.35,1033,No
4578-PHJYZ,Male,0.887059203,Yes,52,2,GoogleAds,Electronic check,68.75,3482.85,No
7272-QDCKA,Male,0.316378077,No,28,4,GoogleAds,Electronic check,100.2,2688.45,No
8908-SLFCJ,Female,0.678446573,No,21,2,Instagram,Credit card (automatic),20.85,435.25,No
8393-DLHGA,Male,0.770327791,Yes,25,2,Facebook,Electronic check,95.9,2448.75,Yes
9766-HGEDE,Female,0.331334542,No,17,2,GoogleAds,Mailed check,19.35,307,No
6968-MHOMU,Male,0.855482236,No,58,1,GoogleAds,Credit card (automatic),45,2689.35,No
7395-IGJOS,Male,0.35868744,No,17,2,Facebook,Bank transfer (automatic),81.5,1329.2,Yes
5044-XDPYX,Female,0.744833909,No,51,4,Instagram,Mailed check,25.5,1281.25,No
1814-WFGVS,Male,0.546371274,Yes,72,1,Instagram,Mailed check,48.9,3527,No
2834-SPCJV,Male,0.169190872,No,52,2,Facebook,Electronic check,84.1,4348.65,Yes
3721-WKIIL,Female,0.905021967,No,27,2,Instagram,Mailed check,19.6,561.15,No
6734-CKRSM,Female,0.527535061,No,3,2,Facebook,Mailed check,20,63.6,No
1265-ZFOSD,Female,0.835324722,No,64,4,Instagram,Mailed check,81.3,5129.3,No
6568-POCUI,Female,0.846591396,No,45,2,Instagram,Credit card (automatic),95.2,4285.8,No
7890-VYYWG,Male,0.231072056,No,3,1,Facebook,Mailed check,36.45,93.7,Yes
5197-LQXXH,Female,0.119355494,No,71,4,Instagram,Credit card (automatic),83.3,5894.5,No
9907-SWKKF,Female,0.315145223,No,1,1,Facebook,Mailed check,25.05,25.05,Yes
3457-PQBYH,Female,0.525060588,Yes,58,2,Instagram,Credit card (automatic),20.3,1160.75,No
7682-AZNDK,Male,0.995739812,Yes,34,2,Facebook,Electronic check,89.85,3091.75,No
0587-DMGBH,Female,0.908439772,No,8,2,Facebook,Electronic check,49.85,365.55,Yes
5384-ZTTWP,Female,0.001090427,Yes,15,2,Facebook,Mailed check,19.8,272.95,No
3745-HRPHI,Male,0.582743369,Yes,66,1,Instagram,Bank transfer (automatic),54.65,3632,No
7636-OWBPG,Male,0.378588672,No,12,1,Facebook,Credit card (automatic),29.35,381.2,No
1231-YNDEK,Male,0.153318935,No,58,2,Instagram,Bank transfer (automatic),19.15,1035.5,No
1407-DIGZV,Female,0.036282321,Yes,3,2,Instagram,Mailed check,19.1,52,No
6397-JNZZG,Female,0.265402462,No,43,1,Facebook,Credit card (automatic),55.55,2342.2,Yes
0570-BFQHT,Female,0.352867713,No,9,2,Facebook,Electronic check,80.55,653.9,No
4393-OBCRR,Female,0.171620065,No,3,2,GoogleAds,Mailed check,20.25,71.2,No
3523-QRQLL,Female,0.230753754,Yes,22,2,GoogleAds,Bank transfer (automatic),69.5,1498.2,Yes
8564-LDKFL,Male,0.53630612,No,40,4,GoogleAds,Bank transfer (automatic),106,4178.65,No
3696-DFHHB,Female,0.860894956,No,68,4,Instagram,Bank transfer (automatic),25.5,1821.8,No
0895-DQHEW,Male,0.244838526,No,54,4,Facebook,Electronic check,104.3,5278.15,Yes
4717-GHADL,Female,0.306505376,No,50,4,Instagram,Mailed check,79.6,4024.2,No
5501-TVMGM,Male,0.612056021,No,1,2,Facebook,Electronic check,55.25,55.25,No
5879-HMFFH,Female,0.858082395,No,72,4,Instagram,Bank transfer (automatic),88.05,6520.8,No
6772-WFQRD,Male,0.326682368,Yes,40,2,GoogleAds,Bank transfer (automatic),20.4,854.9,No
3810-DVDQQ,Female,0.746355413,Yes,72,4,Instagram,Bank transfer (automatic),117.6,8308.9,No
6972-SNKKW,Female,0.173450513,No,6,2,Facebook,Mailed check,20,109.2,No
3694-GLTJM,Female,0.168846879,No,5,2,Facebook,Credit card (automatic),19.65,92.05,No
8550-XSXUQ,Male,0.602943834,No,48,4,GoogleAds,Credit card (automatic),70.55,3420.5,No
8149-RSOUN,Female,0.878623212,No,1,4,Facebook,Electronic check,93.85,93.85,Yes
9055-MOJJJ,Female,0.044931005,Yes,64,2,GoogleAds,Mailed check,65.8,4068,No
4359-INNWN,Female,0.155405174,No,17,2,GoogleAds,Credit card (automatic),20.05,337.9,No
0585-EGDDA,Male,0.317844686,No,40,2,Facebook,Electronic check,80,3168.75,No
4032-RMHCI,Female,0.83543291,Yes,41,1,GoogleAds,Credit card (automatic),35.4,1412.4,No
0549-CYCQN,Male,0.091452275,No,51,4,GoogleAds,Bank transfer (automatic),79.6,3974.7,No
3481-JHUZH,Male,0.312493116,No,41,4,Facebook,Electronic check,80.25,3439,No
7250-EQKIY,Female,0.702914023,Yes,1,2,Facebook,Mailed check,50.45,50.45,Yes
3594-IVHJZ,Female,0.76362908,No,2,2,Facebook,Mailed check,20.45,42.45,No
6869-FGJJC,Male,0.722763372,No,68,2,GoogleAds,Credit card (automatic),79.6,5461.45,No
3896-ZVNET,Female,0.342904245,Yes,24,4,Instagram,Mailed check,24.7,571.75,No
8205-VSLRB,Male,0.509216303,No,70,4,Instagram,Credit card (automatic),77.3,5498.2,No
5960-MVTUK,Male,0.368874419,No,3,1,Facebook,Electronic check,29.75,96.85,No
6817-WTYHE,Male,0.440986643,No,2,2,Facebook,Bank transfer (automatic),44.9,111.05,No
3082-VQXNH,Male,0.893628922,No,3,1,Facebook,Credit card (automatic),29.8,94.4,No
4013-UBXWQ,Female,0.545041678,No,7,4,Facebook,Electronic check,74.65,521.1,Yes
4931-TRZWN,Female,0.776645001,No,13,2,Facebook,Electronic check,71.95,923.85,No
0750-EKNGL,Male,0.067574672,No,7,2,Facebook,Mailed check,20.75,141.1,No
7669-LCRSD,Male,0.821362632,Yes,12,2,Facebook,Mailed check,56.3,628.65,No
3567-PQTSO,Male,0.850628816,Yes,53,4,GoogleAds,Electronic check,105.25,5576.3,No
5519-NPHVG,Female,0.370033111,No,12,4,Facebook,Electronic check,94.2,1046.1,Yes
8043-PNYSD,Male,0.300963989,Yes,63,2,Instagram,Mailed check,19.55,1245.6,No
9938-EKRGF,Female,0.155883297,No,15,2,Facebook,Mailed check,84.45,1287.85,No
2703-AMTUL,Male,0.421071436,Yes,36,2,GoogleAds,Mailed check,53.65,1939.35,No
0928-JMXNP,Male,0.0647863,No,4,1,Facebook,Electronic check,29.9,118.25,No
8173-RXAYP,Female,0.666211708,Yes,24,2,Instagram,Mailed check,19.7,452.55,No
4825-XJGDM,Female,0.608997576,No,61,1,GoogleAds,Credit card (automatic),43.7,2696.55,No
5402-HTOTQ,Male,0.346749444,No,16,4,Facebook,Electronic check,55.3,875.35,No
6734-JDTTV,Male,0.068305342,Yes,65,2,Instagram,Credit card (automatic),19.85,1267.05,No
7850-THJMU,Female,0.74527419,Yes,26,2,Instagram,Credit card (automatic),19.65,494.9,No
3890-RTCMS,Male,0.194187091,No,16,2,Facebook,Mailed check,49.45,799,No
8849-GYOKR,Female,0.307138098,No,54,4,GoogleAds,Bank transfer (automatic),106.55,5763.3,Yes
3148-BLQJT,Male,0.648307532,No,1,2,Facebook,Mailed check,20.1,20.1,Yes
3717-FDJFU,Male,0.701590479,Yes,5,2,Instagram,Mailed check,20.45,106.9,No
3665-JATSN,Female,0.793536486,No,19,1,Facebook,Electronic check,39.7,710.05,No
7966-YOTQW,Male,0.988691016,No,10,4,Facebook,Credit card (automatic),54.5,568.2,No
0461-CVKMU,Female,0.413128086,Yes,23,2,Facebook,Electronic check,83.8,1900.25,Yes
8806-EAGWC,Male,0.709715483,No,3,2,Facebook,Mailed check,55.15,159.15,Yes
8853-TZDGH,Female,0.967563874,No,72,4,Instagram,Bank transfer (automatic),111.6,8012.75,No
7779-LGOVN,Male,0.126470557,No,10,4,Facebook,Electronic check,86.65,856.65,Yes
4324-BZCKL,Female,0.239115101,Yes,10,2,Facebook,Mailed check,55.55,551.3,No
6924-TDGMT,Male,0.869479126,No,11,2,GoogleAds,Mailed check,20.55,184.95,No
9710-ZUSHQ,Female,0.250258581,No,37,4,Facebook,Bank transfer (automatic),106.75,4056.75,Yes
1536-YHDOE,Male,0.051355577,Yes,17,4,GoogleAds,Mailed check,62.1,1096.65,No
8123-QBNAZ,Female,0.909082549,Yes,36,4,Facebook,Credit card (automatic),104.5,3684.95,No
3629-ZNKXA,Male,0.994812184,No,17,2,Facebook,Electronic check,101.8,1752.45,No
4827-LTQRJ,Female,0.897332501,Yes,66,4,GoogleAds,Credit card (automatic),110.6,7210.85,No
7711-YIJWC,Male,0.67030362,Yes,61,2,GoogleAds,Bank transfer (automatic),84.9,5264.5,No
5482-VXSXJ,Male,0.907208956,No,22,2,Facebook,Mailed check,93.2,2157.3,No
7365-BVCJH,Male,0.468244549,No,1,1,Facebook,Electronic check,24.4,24.4,No
9620-ENEJV,Female,0.57437159,No,6,2,Facebook,Credit card (automatic),70.55,433.95,No
4183-WCSEP,Male,0.269390211,No,31,2,Facebook,Electronic check,78.45,2435.15,Yes
2378-YIZKA,Female,0.3876644,Yes,68,2,Instagram,Credit card (automatic),85,5607.75,No
5498-TXHLF,Female,0.2450972,Yes,34,4,Facebook,Electronic check,87.45,2874.15,Yes
0689-DSXGL,Female,0.273599193,Yes,52,2,Facebook,Bank transfer (automatic),85.8,4433.3,No
6818-DJXAA,Female,0.844229616,Yes,10,2,Facebook,Electronic check,91.1,964.35,No
9722-UJOJR,Male,0.206407175,Yes,29,2,Facebook,Electronic check,70.75,1974.8,Yes
0464-WJTKO,Female,0.827634424,Yes,72,2,Instagram,Bank transfer (automatic),20.1,1460.85,No
8902-ZEOVF,Male,0.980939369,Yes,47,2,GoogleAds,Mailed check,20.05,951.55,No
6778-EICRF,Male,0.863442607,Yes,24,4,GoogleAds,Mailed check,74.8,1821.2,No
2662-NNTDK,Male,0.73609328,No,65,4,GoogleAds,Credit card (automatic),24.8,1600.95,No
4132-KALRO,Female,0.283491449,No,4,4,Facebook,Mailed check,100.85,399.25,No
3902-FOIGH,Male,0.092909003,No,12,4,Facebook,Electronic check,101.35,1218.55,Yes
6772-KSATR,Male,0.012972128,No,1,4,Facebook,Electronic check,81.7,81.7,Yes
7112-OPOTK,Male,0.17128048,No,33,2,Facebook,Electronic check,68.25,2171.15,Yes
2874-YXVVA,Female,0.969809286,No,34,2,Facebook,Electronic check,105.1,3634.8,No
1245-HARPS,Female,0.892535751,No,14,2,Instagram,Mailed check,20.4,292.4,No
4210-QFJMF,Female,0.733522934,No,4,2,Facebook,Electronic check,79.15,317.25,Yes
4323-ELYYB,Male,0.826090009,Yes,13,2,GoogleAds,Mailed check,20,218.55,No
4293-ETKAP,Female,0.137113691,Yes,65,4,Instagram,Bank transfer (automatic),79.4,5071.9,No
6064-PUPMC,Male,0.358779083,Yes,23,2,GoogleAds,Credit card (automatic),57.2,1423.35,No
6504-VBLFL,Male,0.95699153,No,55,2,Instagram,Electronic check,58.6,3068.6,No
6322-PJJDJ,Male,0.277025664,No,49,2,Instagram,Electronic check,94.8,4690.65,No
0330-BGYZE,Male,0.710896045,No,60,4,GoogleAds,Bank transfer (automatic),102.5,6157.6,No
1085-LDWAM,Female,0.786164285,Yes,69,2,GoogleAds,Credit card (automatic),20.35,1442.65,No
7586-ZATGZ,Male,0.971920741,No,40,4,Facebook,Electronic check,84.9,3369.05,No
7197-VOJMM,Male,0.618747605,No,67,2,Instagram,Credit card (automatic),69.2,4671.65,No
3318-OSATS,Male,0.693236608,No,35,4,Facebook,Electronic check,95.45,3474.05,Yes
5828-AVIPD,Male,0.486109192,Yes,19,4,GoogleAds,Electronic check,100.95,1875.55,Yes
1843-TLSGD,Female,0.324163174,Yes,13,2,Instagram,Mailed check,20.85,272.35,No
9626-VFRGG,Female,0.114480067,Yes,41,4,Facebook,Bank transfer (automatic),88.5,3645.05,No
7075-BNDVQ,Female,0.504908666,No,4,1,Facebook,Mailed check,35,135.75,No
9143-CANJF,Female,0.755207178,Yes,24,2,Facebook,Electronic check,55.15,1319.85,No
7284-BUYEC,Female,0.697308419,No,5,1,Facebook,Credit card (automatic),50.95,229.4,No
2041-JIJCI,Female,0.327081751,No,5,4,Facebook,Electronic check,64,370.25,No
1086-LXKFY,Female,0.47581448,Yes,1,2,Facebook,Mailed check,69.1,69.1,Yes
4900-MSOMT,Female,0.545098319,Yes,72,4,Instagram,Bank transfer (automatic),80.2,5714.2,No
2229-VWQJH,Female,0.71758092,No,24,2,Facebook,Credit card (automatic),49.3,1233.25,No
9194-GFVOI,Female,0.792776082,No,42,4,Instagram,Credit card (automatic),84.35,3571.6,No
1336-EZFZY,Female,0.842920066,No,4,2,Facebook,Mailed check,20.05,83.3,No
4282-MSACW,Male,0.73514839,No,68,4,GoogleAds,Credit card (automatic),117.2,8035.95,No
1403-LKLIK,Female,0.209559467,Yes,33,2,GoogleAds,Mailed check,20.1,579.4,No
2636-ALXXZ,Female,0.437977407,No,1,2,Facebook,Electronic check,69.6,69.6,Yes
7774-OJSXI,Male,0.822494424,No,31,4,GoogleAds,Electronic check,103.45,3066.45,Yes
7786-WBJYI,Female,0.915557335,No,4,4,Facebook,Bank transfer (automatic),77.95,305.55,Yes
0136-IFMYD,Male,0.757048594,No,69,4,Instagram,Electronic check,109.95,7634.25,No
5144-TVGLP,Male,0.287315284,No,38,4,Facebook,Electronic check,94.75,3653,No
9643-AVVWI,Female,0.841571185,Yes,3,2,Facebook,Electronic check,80,241.3,No
0253-ZTEOB,Female,0.600579634,Yes,48,4,Instagram,Electronic check,79.65,3870.3,No
2706-QZIHY,Female,0.351402621,No,15,4,Instagram,Mailed check,25.2,387.9,No
6061-PQHMK,Female,0.567604979,No,25,2,GoogleAds,Credit card (automatic),19.9,527.5,No
9885-CSMWE,Female,0.274364183,No,1,2,Facebook,Electronic check,78.45,78.45,Yes
6137-MFAJN,Female,0.649309888,No,48,1,Facebook,Electronic check,44.8,2104.55,No
9122-UMROB,Male,0.344753232,No,1,2,Facebook,Mailed check,20.3,20.3,No
4232-JGKIY,Male,0.954568449,No,1,2,Facebook,Electronic check,19.2,19.2,No
2402-TAIRZ,Female,0.07677852,No,37,2,GoogleAds,Electronic check,80.05,3019.1,No
9659-ZTWSM,Male,0.849489943,No,66,4,GoogleAds,Bank transfer (automatic),107.35,7051.95,No
9139-TWBAS,Female,0.745607353,No,26,1,GoogleAds,Bank transfer (automatic),47.85,1190.5,No
6685-GBWJZ,Male,0.810684532,No,63,2,GoogleAds,Credit card (automatic),70.8,4448.8,No
5016-ETTFF,Male,0.345732404,No,10,1,Facebook,Mailed check,29.5,255.25,Yes
3866-MDTUB,Female,0.461810561,No,2,2,Facebook,Electronic check,70.75,146.9,Yes
2195-VVRJF,Male,0.314809309,No,18,2,Facebook,Credit card (automatic),59.1,1011.05,No
3913-RDSJZ,Female,0.312960544,No,64,4,Instagram,Mailed check,25.55,1714.95,No
8058-JMEQO,Female,0.675922598,No,9,4,Facebook,Electronic check,84.45,762.5,Yes
4203-QGNZA,Female,0.46158427,Yes,28,2,Facebook,Mailed check,20.25,535.35,No
5043-TRZWM,Female,0.346691912,No,1,2,Facebook,Electronic check,75.55,75.55,No
0697-ZMSWS,Male,0.125424387,No,4,4,Facebook,Electronic check,85.65,338.9,Yes
7657-DYEPJ,Male,0.72517651,No,38,2,GoogleAds,Credit card (automatic),70.15,2497.35,Yes
9494-BDNNC,Male,0.167321537,No,66,4,GoogleAds,Electronic check,95.3,6273.4,No
1640-PLFMP,Female,0.419097809,No,1,2,Facebook,Electronic check,70.25,70.25,No
5366-OBVMR,Female,0.976377903,No,18,2,Facebook,Mailed check,50.3,908.75,No
8276-MQBYC,Male,0.820259041,No,51,4,Facebook,Electronic check,97.8,4913.3,Yes
7644-OMVMY,Male,0.328906968,Yes,0,2,Instagram,Mailed check,19.85, ,No
7593-XFKDI,Male,0.317257766,No,1,2,Facebook,Mailed check,46.3,46.3,Yes
4573-JKNAE,Male,0.923772488,Yes,12,2,Instagram,Bank transfer (automatic),19.35,212.3,No
0337-CNPZE,Female,0.435100603,No,41,4,Facebook,Electronic check,106.3,4443.45,Yes
9817-APLHW,Male,0.252944692,No,12,4,Facebook,Electronic check,25,316.2,No
8380-MQINP,Female,0.984314895,Yes,55,2,Instagram,Mailed check,20.3,1079.05,No
0840-DFEZH,Female,0.898378495,No,7,4,Facebook,Electronic check,75.35,564.65,No
1513-XNPPH,Female,0.475777456,No,12,2,Facebook,Electronic check,89.4,1095.65,Yes
8690-ZVLCL,Female,0.961551623,Yes,68,4,Instagram,Credit card (automatic),88,6161.9,No
6015-VVHHE,Female,0.906110917,No,5,4,Facebook,Credit card (automatic),83.15,446.05,Yes
1125-SNVCK,Female,0.472015227,No,49,2,Facebook,Mailed check,43.8,2106.05,No
0384-LPITE,Male,0.736348532,No,40,1,GoogleAds,Credit card (automatic),62.05,2511.55,No
4616-EWBNJ,Female,0.948490178,No,16,2,GoogleAds,Bank transfer (automatic),20.1,318.6,No
6347-DCUIK,Male,0.105391345,No,10,4,Facebook,Mailed check,74.15,811.8,Yes
1335-HQMKX,Female,0.030587447,No,72,4,GoogleAds,Electronic check,101.35,7323.15,No
2545-EBUPK,Female,0.865177403,No,2,4,Facebook,Electronic check,84.05,186.05,No
6923-AQONU,Male,0.891681208,Yes,23,2,Instagram,Mailed check,20.9,454,No
2172-EJXVF,Female,0.99971644,No,71,4,GoogleAds,Electronic check,105.9,7521.95,No
0897-FEGMU,Female,0.884388769,No,11,4,Facebook,Electronic check,99.5,1056.95,Yes
7663-RGWBC,Male,0.439146358,No,1,2,Facebook,Mailed check,44.15,44.15,Yes
1120-BMWUB,Female,0.106955571,No,16,2,Facebook,Mailed check,53.9,834.15,Yes
9124-LHCJQ,Female,0.865576609,No,1,4,Facebook,Mailed check,85.45,85.45,Yes
4536-PLEQY,Male,0.220959139,No,12,2,Facebook,Credit card (automatic),85.05,999.8,No
7029-IJEJK,Female,0.007056209,No,54,1,GoogleAds,Bank transfer (automatic),44.1,2369.7,No
